model,cmapss/FD001,phm_milling,wind_scada,mean
chronos,15.864703178405762,3.792011260986328,0.8926066160202026,6.849773685137431
lag_llama,15.829662322998047,3.7960166931152344,0.9028844237327576,6.84285447994868
moment,15.707145690917969,3.7917609214782715,0.9038813710212708,6.800929327805837
patchtst,15.15208911895752,3.2434885501861572,0.6992182731628418,6.36493198076884
